2025-02-21 19:02:25 INFO - [clash]: INF [Config] initial compatible provider name=故障转移
2025-02-21 19:02:25 INFO - [clash]: INF [Config] initial compatible provider name=自动选择
2025-02-21 19:02:25 INFO - [clash]: INF [Config] initial compatible provider name=猫猫云
2025-02-21 19:02:25 INFO - [clash]: INF [API] listening addr=127.0.0.1:9090
2025-02-21 19:02:25 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=tcp
2025-02-21 19:02:25 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=udp
2025-02-21 19:05:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8977 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8979 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8981 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8983 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8985 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8987 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8989 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8991 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8993 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:29 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8995 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:29 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8997 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8999 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9001 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:39 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9003 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:39 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9005 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9007 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9009 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9011 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9013 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9015 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9017 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9019 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:05:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9021 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9030 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9032 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:05 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9023 rAddr=assets.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-02-21 19:06:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9034 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9036 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9038 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:15 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9040 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9042 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:20 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9044 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9046 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:25 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9048 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9050 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:30 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9052 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9054 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9056 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9058 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-02-21 19:06:40 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9060 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
