2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=猫猫云
2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=故障转移
2025-03-19 13:00:52 INFO - [clash]: INF [Config] initial compatible provider name=自动选择
2025-03-19 13:00:52 INFO - [clash]: INF [API] listening addr=127.0.0.1:9090
2025-03-19 13:00:52 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=tcp
2025-03-19 13:00:52 INFO - [clash]: INF inbound create success inbound=mixed addr=127.0.0.1:7890 network=udp
2025-03-19 13:01:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6673 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6675 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6691 rAddr=gfwsl.geforce.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:01:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6696 rAddr=gfwsl.geforce.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:01:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6701 rAddr=gfwsl.geforce.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:01:35 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6703 rAddr=gfwsl.geforce.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:01:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6720 rAddr=gfwsl.geforce.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:01:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6750 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6752 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6754 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6789 rAddr=edge.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:01:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6821 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6823 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6825 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6827 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6829 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:46 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6855 rAddr=msedge.b.tlu.dl.delivery.mp.microsoft.com:80 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:01:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6860 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6862 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:48 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6864 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:53 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6867 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:53 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6869 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:53 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6871 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:58 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6877 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:58 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6879 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:01:58 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6881 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6914 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6916 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6918 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:08 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6970 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:08 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6972 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:08 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:6974 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7170 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7175 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:13 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7177 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7193 rAddr=ipv6.msftconnecttest.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:02:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7185 rAddr=ipv6.msftconnecttest.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:02:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7191 rAddr=www.msftconnecttest.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:02:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:7180 rAddr=www.msftconnecttest.com:80 mode=rule rule=Match() proxy=猫猫云[1.0x 🇯🇵 日本 JP - 3]
2025-03-19 13:02:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8609 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8611 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:18 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8613 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:23 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8883 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:23 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8885 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:23 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:8887 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:28 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9182 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:28 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9184 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:28 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9186 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:31 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9193 rAddr=v10.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:02:32 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9205 rAddr=assets.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9211 rAddr=windows.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9210 rAddr=windows.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9220 rAddr=www.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9227 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9229 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:33 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9231 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9225 rAddr=assets.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9233 rAddr=api.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9242 rAddr=api.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:34 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9238 rAddr=assets.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:36 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9256 rAddr=assets.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9273 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:38 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9275 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:39 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9277 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:39 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9279 rAddr=slscr.update.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:02:41 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9287 rAddr=srtb.msn.cn:443 mode=rule rule=DomainSuffix(cn) proxy=DIRECT
2025-03-19 13:02:43 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9296 rAddr=settings-win.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:02:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9310 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:44 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9312 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9319 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:49 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9321 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:51 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9324 rAddr=v10.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:02:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9336 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:54 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9338 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:58 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9345 rAddr=geo.prod.do.dsp.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:02:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9360 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:02:59 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9362 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:00 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9364 rAddr=kv501.prod.do.dsp.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:03:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9372 rAddr=cp501.prod.do.dsp.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:03:02 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9376 rAddr=cp501.prod.do.dsp.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:03:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9370 rAddr=cp501.prod.do.dsp.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:03:03 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9371 rAddr=cp501.prod.do.dsp.mp.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:03:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9399 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:04 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9401 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9420 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:09 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9422 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9445 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:14 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9447 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9474 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:19 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9476 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9544 rAddr=watson.events.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=DIRECT
2025-03-19 13:03:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9559 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:24 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9561 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:29 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9632 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
2025-03-19 13:03:29 INFO - [clash]: INF [TCP] connected lAddr=127.0.0.1:9634 rAddr=127.0.0.1:8081 mode=rule rule=IPCIDR(127.0.0.0/8) proxy=DIRECT
